surveyId,lang,country,countryPop,sneType,party.string,euFundRec,mlgS1,mlgS2,mlgS3,mlgS4,mlgS5,mlgC1,mlgC2,euCompSocpol,euCompEc,euCompInAf,euCompForAf,euCompOv,snaCompSocpol,snaCompEc,snaCompInAf,snaCompForAf,snaCompOv,snaCompC1,snaCompC2,effectiveIntOrg,effectiveDirRel,effectiveNatDel,intorgUseEc,intorgUsePol,intorgUseCul,intorgUseOv,euFundImp,euFundImp.bin,represent,represent.bin,norepSneRep,norepKnow,norepMotiv,norepOpin,repTime,repDur,repSatis,repPersImp,repBenEc,repBenPol,repBenDem,repBenMlg,repOp,repVoteCom,repVoteNatDel,repVoteParty,repVoteSne,extOffice,extOfficeBin,nooffSneOff,noooffKnow,nooffMotiv,extOffTime,extOffDur,extOffSatis,extOffPersImp,age,gender,eduLev,polLeftRight,polIdLoc,polIdNat,polIdEu,polIdCul,polIdIdeo
1599,en,Sweden,9794000,Local,Moderata Samlingspartiet(konservative),1,4,5,5,5,5,3,5,1,5,4,3,3,4,3,4,3,4,4,4,1,1,1,3,4,3,3,3,1,NONE,0,1,3,3,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,3,,NA,NA,NA,63,Male,3,8,1,0,0,0,1
1600,de,Germany,81276000,RegionLeg,CDU,1,4,4,5,5,1,NA,NA,2,5,NA,5,4,5,2,2,1,3,5,5,1,1,1,5,3,3,4,4,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,51,Male,3,5,1,0,0,0,1
1605,en,Finland,5475000,Local,Greens,0,3,4,3,3,3,4,4,4,5,3,4,4,4,1,2,1,3,NA,NA,0,1,0,2,4,2,3,2,0,NONE,0,0,2,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,2,,NA,NA,NA,37,Male,3,4,0,1,1,0,1
1606,fr,Switzerland,8265000,Local,parti socialiste,0,5,5,4,4,2,4,2,4,4,4,4,3,4,4,2,2,4,4,4,0,1,0,4,4,2,3,3,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,46,Female,3,3,1,0,0,0,1
1609,en,Poland,38494000,RegionAd,"Platforma Obywatelska RP (PO, eng. name: Civic Platform), member of EPP Group in the European Parliament",1,5,5,5,4,2,5,5,3,5,3,4,4,4,4,4,3,4,4,4,1,1,1,5,5,3,5,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,1,3,5,5,5,SAME,NA,NA,NA,NA,NONE,0,1,5,5,,NA,NA,NA,62,Male,3,6,1,0,1,0,1
1612,en,Finland,5475000,Local,Green party,1,3,4,4,4,3,4,5,4,4,5,5,4,4,2,2,2,4,4,4,1,1,1,4,4,4,4,3,1,CLRAE,1,,NA,NA,NA,CURRENT,4,4,4,3,4,4,4,SAME,4,4,4,4,NONE,0,0,1,4,,NA,NA,NA,25,Female,2,4,1,1,1,0,1
1613,it,Italy,60963000,Local,"nessun partito, ruolo tecnico.",1,4,4,2,4,2,3,4,4,5,4,5,4,2,2,2,2,2,1,5,0,1,0,4,4,4,4,4,1,NONE,0,0,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,56,Male,3,3,0,0,0,0,0
1617,fr,Belgium,11259000,RegionAd,Parti Socialiste,1,5,5,3,3,5,4,4,4,4,5,5,5,5,2,2,2,2,5,3,1,1,1,5,3,3,3,4,1,NONE,0,1,2,1,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,NA,Male,1,4,1,0,0,0,1
1619,de,Austria,8608000,RegionLeg,Die GrÅnen,1,4,5,5,4,4,NA,5,5,3,4,5,4,3,2,3,3,3,3,4,1,1,1,4,5,3,4,4,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,1,,NA,NA,NA,53,Female,3,3,1,1,1,0,1
1620,en,Sweden,9794000,Local,Conservative,0,3,5,2,1,1,NA,NA,2,5,4,3,3,3,4,3,2,3,4,2,1,1,0,4,3,3,3,4,1,NONE,0,1,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,3,,NA,NA,NA,44,Male,3,8,1,1,0,0,1
1621,de,Switzerland,8265000,Local,Sozialdemokratische Partei (SP),0,2,5,1,5,2,4,4,2,3,2,5,3,3,2,1,1,2,3,3,0,1,1,3,4,4,3,4,1,NONE,0,0,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,29,Male,2,2,1,0,0,0,1
1623,en,Netherlands,16933000,Local,VVD,0,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,0,1,0,3,3,3,3,3,1,NONE,0,0,2,1,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,1,,NA,NA,NA,49,Female,3,8,1,0,0,0,1
1626,it,Switzerland,8265000,RegionLeg,Partito Democratico Cristiano,0,5,5,5,5,4,3,3,1,1,5,5,3,3,3,1,1,2,5,5,0,1,1,1,5,2,3,0,0,COR,1,,NA,NA,NA,PAST,4,3,4,4,3,4,4,MORE,4,3,2,4,NONE,0,0,3,NA,,NA,NA,NA,44,Male,2,6,1,1,0,1,1
1630,en,Portugal,10311000,Local,Socialist Party,1,5,5,5,5,5,3,4,5,4,3,5,5,4,3,2,3,4,5,3,1,1,1,3,3,4,3,4,1,NONE,0,1,1,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,4,5,,NA,NA,NA,36,Male,3,3,1,1,1,0,1
1633,fr,Belgium,11259000,Local,Mouvement RÇformateur (LibÇral),1,4,5,3,2,3,3,3,3,5,5,5,3,4,4,3,2,3,2,4,0,1,0,4,2,2,NA,3,1,NONE,0,1,2,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,3,3,,NA,NA,NA,47,Male,3,7,1,1,0,0,1
1634,fr,France,66121000,RegionAd,eelv,0,3,3,2,2,2,2,4,2,4,5,5,3,4,2,3,1,3,2,4,0,0,0,4,4,2,NA,3,1,NONE,0,0,3,4,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,55,Male,3,4,0,1,0,0,1
1636,en,Netherlands,16933000,RegionAd,PvdA (social democrats),1,5,5,5,5,5,5,4,3,4,5,5,4,4,5,3,3,4,3,5,1,1,1,5,4,4,4,4,1,CLRAE,1,,NA,NA,NA,CURRENT,5,5,5,2,5,5,5,MORE,5,5,4,4,NONE,0,1,3,4,,NA,NA,NA,61,Male,2,2,1,1,1,0,1
1638,en,Denmark,5673000,Local,Venstre,0,3,5,4,3,5,3,4,1,4,4,4,4,4,2,2,1,3,2,4,0,1,0,2,2,2,2,1,0,NONE,0,0,2,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,4,,NA,NA,NA,57,Male,3,6,1,1,1,0,1
1645,de,Germany,81276000,RegionLeg,CDU,1,4,5,4,5,4,2,5,1,4,1,4,3,4,2,NA,1,3,5,5,1,1,1,5,4,5,5,4,1,NONE,0,1,4,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,5,,NA,NA,NA,53,Male,3,6,1,1,0,0,1
1648,ru,Russia,144031000,RegionLeg,?????? ??????,0,4,1,4,4,5,4,NA,4,5,4,5,4,4,4,4,3,4,4,4,1,1,1,2,3,2,3,0,0,NONE,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,62,Female,3,5,1,0,0,0,0
1651,en,United Kingdom,65081000,Local,Green Party of England and Wales,1,4,3,2,4,4,1,5,2,3,2,4,3,4,4,1,3,4,4,4,0,0,0,1,4,4,3,3,1,NONE,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,24,Male,2,1,1,0,0,0,1
1654,fr,Belgium,11259000,RegionAd,cdH,1,4,4,5,2,2,4,4,1,2,4,5,2,4,4,2,2,4,2,4,1,1,1,4,2,4,4,4,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,1,,NA,NA,NA,43,Male,2,6,1,0,0,0,0
1657,en,Sweden,9794000,RegionAd,VÑnsterpartiet (= left party of Sweden),1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,0,1,0,1,1,1,1,2,0,NONE,0,1,2,2,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,1,,NA,NA,NA,63,Female,3,1,1,0,0,0,1
1661,en,Ireland,4630000,Local,Fianna Fail,1,2,5,5,5,5,5,5,3,3,1,2,2,5,4,4,3,4,4,5,1,1,1,5,2,2,2,3,1,NONE,0,0,2,3,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,73,Male,2,6,1,0,0,0,1
1666,en,Netherlands,16933000,Local,Christian Democrats,1,1,2,1,3,1,2,4,1,4,1,2,2,4,4,2,1,4,4,5,0,1,1,1,1,NA,1,1,0,NONE,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,1,,NA,NA,NA,36,Male,3,7,1,1,0,0,1
1667,fr,Switzerland,8265000,RegionLeg,Parti socialiste (socialisme dÇmocratique),0,4,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,5,4,0,1,0,4,4,NA,4,3,1,NONE,0,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,4,,NA,NA,NA,36,Male,3,3,1,0,0,0,1
1673,fr,France,66121000,RegionAd,FRONT DEMOCRATE,1,5,5,5,5,5,NA,5,5,3,5,5,NA,5,5,4,4,NA,NA,5,1,1,0,4,5,NA,5,4,1,NONE,0,1,2,NA,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,NA,,NA,NA,NA,60,Female,3,4,1,1,1,0,1
1674,de,Austria,8608000,RegionLeg,Volkspartei,1,4,5,4,4,4,5,5,4,5,5,5,4,5,2,2,2,2,5,5,0,1,1,2,2,5,4,4,1,NONE,0,1,4,2,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,5,5,50,Female,2,6,,1,0,0,0
1675,en,Sweden,9794000,RegionAd,Moderate party (EPP),0,2,4,4,3,4,3,5,1,5,4,5,4,4,1,4,1,4,3,4,1,1,0,1,4,2,2,2,0,COR,1,,NA,NA,NA,CURRENT,5,4,4,1,5,4,4,SAME,3,4,4,3,NONE,0,1,3,1,,NA,NA,NA,50,Male,3,7,1,0,1,0,1
1677,en,Denmark,5673000,Local,Socialdemocrati,1,4,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,4,4,5,1,1,1,4,4,4,4,4,1,COR,1,,NA,NA,NA,CURRENT,5,4,4,5,5,5,5,MORE,5,4,5,5,PARTNER,1,NA,NA,NA,PAST,5,1,4,65,Male,3,8,1,0,0,1,1
1679,en,Sweden,9794000,RegionAd,Social democrates,0,5,5,5,5,4,4,5,4,4,4,4,3,4,3,2,2,3,2,4,1,1,1,3,2,2,3,3,1,OTHER,1,,NA,NA,NA,CURRENT,5,5,5,4,4,5,4,MORE,NA,NA,NA,NA,NONE,0,1,3,4,,NA,NA,NA,68,Male,3,3,1,0,0,0,1
1680,en,Slovakia,5426000,RegionLeg,KDH,1,4,4,3,3,3,4,5,4,NA,NA,4,3,4,3,NA,3,3,2,5,1,1,1,4,4,4,4,3,1,COR,1,,NA,NA,NA,CURRENT,3,NA,NA,NA,5,4,4,MORE,1,1,5,5,NONE,0,1,NA,4,,NA,NA,NA,45,Male,3,8,1,0,0,0,1
1687,fr,France,66121000,RegionAd,Europe Ecologie Les Verts,1,5,5,5,5,5,4,4,4,4,4,4,4,4,4,2,3,4,4,2,1,1,1,2,2,2,2,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,35,Female,3,4,1,0,0,0,1
1688,fr,France,66121000,RegionAd,EELV,0,2,4,4,4,2,4,4,2,2,2,4,2,4,4,2,2,NA,4,3,0,1,1,2,NA,NA,NA,4,1,NONE,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,2,,NA,NA,NA,61,Female,3,2,1,0,0,0,0
1689,fr,France,66121000,Local,EELV,1,5,4,4,4,4,4,5,4,4,4,5,4,3,3,3,4,NA,4,3,1,1,1,3,4,4,4,4,1,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,4,,NA,NA,NA,59,Male,1,2,1,0,0,0,1
1690,fr,France,66121000,RegionAd,EELV,NA,4,5,4,5,4,4,3,4,4,3,4,4,3,4,3,4,4,4,4,1,1,1,2,2,3,2,3,1,OTHER,1,,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,NA,,NA,NA,NA,59,Male,1,3,1,0,1,0,0
1691,es,Spain,46335000,RegionLeg,Socialista,0,5,5,5,5,5,2,5,5,3,3,5,5,5,5,NA,5,5,5,NA,1,1,1,1,5,2,2,4,1,NONE,0,0,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,60,Male,3,2,1,1,1,0,1
1692,en,Belgium,11259000,RegionLeg,N-VA,0,NA,5,4,4,4,3,5,1,4,3,5,4,5,5,5,5,5,2,4,1,1,1,NA,4,5,4,3,1,OTHER,1,,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,50,Male,3,8,1,0,1,1,1
1693,es,Spain,46335000,RegionLeg,Eusko Alderdi Jeltzalea-Partido Nacionalista Vasco (EAJ-PNV),1,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,1,1,1,4,4,3,4,3,1,COR,1,,NA,NA,NA,PAST,4,4,4,2,3,3,4,MORE,3,2,3,5,NONE,0,1,3,4,,NA,NA,NA,58,Male,3,5,1,1,1,1,1
1700,en,Norway,5194000,RegionAd,Christian demokratic parti,1,5,5,5,4,4,5,4,5,4,5,4,4,5,4,5,4,4,4,5,1,1,1,4,5,5,4,3,1,OTHER,1,,NA,NA,NA,CURRENT,4,2,2,4,5,5,4,MORE,NA,NA,NA,NA,BRU,1,NA,NA,NA,PAST,1,4,3,63,Male,2,5,0,1,0,0,0
1705,de,Germany,81276000,RegionLeg,CSU,1,5,5,5,5,4,3,5,2,3,2,3,3,4,4,4,2,3,5,5,1,1,1,4,4,3,3,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,4,4,5,3,3,3,SAME,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,60,Male,2,5,1,1,0,0,1
1706,de,Germany,81276000,Local,ôDP,1,4,5,4,4,4,NA,4,4,4,3,5,4,2,2,3,1,2,5,4,0,1,0,4,3,4,3,3,1,NONE,0,0,1,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,1,,NA,NA,NA,50,Female,2,5,1,0,0,0,1
1709,fr,Romania,19822000,RegionAd,Parti Social Democrat,1,5,5,5,2,5,3,5,3,5,3,2,3,3,2,2,1,3,1,5,1,1,1,5,1,5,4,0,0,NONE,0,1,4,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,5,,NA,NA,NA,67,Male,3,3,1,0,0,0,0
1710,en,Serbia,7103000,Local,Democratic party (left),1,4,5,3,5,5,3,5,3,5,3,5,3,3,1,3,1,3,3,5,0,1,1,1,3,5,3,4,1,CLRAE,1,,NA,NA,NA,CURRENT,3,5,4,3,5,5,5,MORE,1,5,4,5,NONE,0,0,4,5,,NA,NA,NA,45,Male,3,4,1,1,0,0,1
1711,fr,France,66121000,RegionAd,Parti Socialiste,0,4,5,5,4,3,4,2,5,4,4,5,5,4,4,4,4,4,4,4,1,1,1,4,4,3,NA,0,0,NONE,0,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,1,4,,NA,NA,NA,51,Female,2,3,1,1,1,0,1
1713,fr,France,66121000,RegionAd,Parti socialiste,1,5,5,5,4,5,5,5,3,5,3,2,4,3,5,3,2,4,5,3,0,1,1,4,5,1,4,3,1,NONE,0,1,3,3,LESS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,5,5,,NA,NA,NA,59,Male,3,4,1,1,0,0,0
1714,en,Belgium,11259000,RegionLeg,sp.a,1,5,5,4,5,2,5,5,4,4,5,5,4,5,4,3,3,5,5,5,1,1,0,5,3,4,4,4,1,NONE,0,0,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,5,,NA,NA,NA,46,Female,3,6,1,0,0,0,1
1715,fr,France,66121000,Local,PS,0,5,5,5,5,5,4,4,4,5,5,5,5,4,5,4,4,4,4,4,1,1,1,4,4,4,4,4,1,NONE,0,1,2,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,2,4,,NA,NA,NA,64,Male,3,2,1,0,0,0,1
1717,en,Belgium,11259000,Local,Socialist party,1,4,4,2,2,4,4,4,4,5,5,5,4,3,2,2,2,3,5,5,0,1,1,3,3,4,3,4,1,NONE,0,0,1,5,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,52,Female,2,3,1,1,0,0,1
1718,en,Greece,10769000,Local,PASOK (Socialists),1,5,5,4,4,2,5,3,5,5,5,4,5,5,4,3,3,4,2,5,1,1,0,5,5,5,5,4,1,COR,1,,NA,NA,NA,NA,5,4,5,4,5,5,5,MORE,4,5,5,5,NONE,0,0,4,4,,NA,NA,NA,57,Male,3,4,1,1,1,0,1
1720,it,Italy,60963000,RegionAd,non voglio rispondere,1,4,5,5,4,4,4,4,4,5,5,5,5,4,2,2,2,4,3,3,1,1,1,4,3,3,4,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRU,1,NA,NA,NA,CURRENT,5,4,5,33,Female,3,2,1,0,1,0,0
1721,de,Germany,81276000,Local,BöNDNIS 90/DIE GRöNEN,1,2,2,1,4,2,5,5,2,5,4,5,4,4,2,2,1,2,5,4,0,1,1,NA,NA,NA,NA,2,0,NONE,0,1,1,2,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,2,2,,NA,NA,NA,41,Male,2,4,1,0,0,0,1
1723,fr,Switzerland,8265000,Local,Parti LibÇral-Radical,0,4,3,2,3,2,4,3,2,4,5,5,4,4,2,2,1,3,5,3,0,1,1,2,2,3,3,0,0,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,40,Female,3,7,1,0,0,0,1
1725,fr,Switzerland,8265000,RegionLeg,Parti socialiste,0,NA,4,3,4,5,4,2,5,4,5,5,4,4,5,4,3,4,5,4,0,1,1,4,5,4,NA,0,0,NONE,0,1,2,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,NA,,NA,NA,NA,57,Female,2,2,1,0,0,0,1
1727,en,United Kingdom,65081000,Local,The Labour Party,1,4,5,4,5,5,4,4,4,4,4,3,4,4,4,3,4,4,5,5,1,1,0,2,4,4,3,3,1,NONE,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,5,,NA,NA,NA,57,Female,3,4,1,0,0,0,1
1728,es,Spain,46335000,RegionLeg,popular,1,4,2,2,1,2,4,4,5,5,5,5,5,4,3,1,1,3,3,5,0,0,1,4,3,3,3,4,1,NONE,0,1,4,3,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,4,3,,NA,NA,NA,54,Male,2,5,1,1,1,0,1
1731,en,Denmark,5673000,RegionAd,Socialist People's Party,1,5,5,5,4,3,5,NA,3,4,3,4,4,4,2,3,2,4,4,4,1,1,1,4,4,4,4,3,1,NONE,0,1,3,4,SAME,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,3,,NA,NA,NA,37,Male,3,2,1,1,1,0,1
1734,es,Spain,46335000,RegionLeg,CiU (convergäncia democrÖtica de Catalunya),1,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,4,1,1,1,5,4,4,4,4,1,NONE,0,1,3,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,1,3,5,,NA,NA,NA,32,Female,3,5,1,0,1,1,1
1743,it,Italy,60963000,Local,nessuno,1,5,5,2,5,5,4,4,2,3,5,5,4,5,5,5,5,5,4,5,0,1,1,5,4,4,4,4,1,NONE,0,1,2,5,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,2,,NA,NA,NA,70,Male,2,3,1,0,0,0,0
1745,de,Belgium,11259000,RegionLeg,keine Parteizugehîrigkeit der Landesvertretung,0,4,4,1,2,2,3,4,2,5,4,5,4,2,3,2,1,2,5,4,0,1,0,3,4,2,3,3,1,COR,1,,NA,NA,NA,CURRENT,4,4,4,2,1,2,1,SAME,5,4,3,4,BRU,1,NA,NA,NA,PAST,5,5,5,55,Female,2,4,1,1,0,0,1
1749,de,Germany,81276000,Local,parteilos,1,5,5,5,5,5,5,5,5,5,2,5,4,3,3,1,1,2,5,5,1,1,1,5,2,5,4,4,1,OTHER,1,,NA,NA,NA,CURRENT,5,4,4,4,1,3,4,NA,NA,NA,NA,NA,NONE,0,0,3,NA,,NA,NA,NA,61,Male,2,5,1,0,0,0,0
1754,de,Germany,81276000,Local,Die Linke,1,5,4,5,4,5,4,4,4,3,4,4,4,4,3,4,3,4,4,5,1,1,0,5,4,2,NA,4,1,NONE,0,1,3,4,MORE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NONE,0,0,1,3,,NA,NA,NA,60,Female,3,1,1,1,1,0,1
